"code_rome","libelle_rome","code_grand_domaine","libelle_grand_domaine","code_domaine_professionel","libelle_domaine_professionel"
"K1419","Responsable du service des assemblées","K","Services à la personne et à la collectivité","K14","Conception et mise en oeuvre des politiques publiques"
"K1420","Directeur / Directrice d'établissement pénitentiaire","K","Services à la personne et à la collectivité","K14","Conception et mise en oeuvre des politiques publiques"
"K1421","Directeur / Directrice de centre hospitalier","K","Services à la personne et à la collectivité","K14","Conception et mise en oeuvre des politiques publiques"
"K1422","Directeur général / Directrice générale d'établissement public","K","Services à la personne et à la collectivité","K14","Conception et mise en oeuvre des politiques publiques"
"K1501","Agent / Agente d'administration principal(e) des douanes","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1502","Inspecteur / Inspectrice du travail","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1503","Contrôleur / Contrôleuse des impôts","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1504","Percepteur / Perceptrice des impôts et du Trésor Public","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1505","Inspecteur / Inspectrice des douanes","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1506","Inspecteur / Inspectrice de la concurrence, de la consommation et de la répression des fraudes","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1507","Chef / Cheffe de centre des impôts","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1508","Agent / Agente de conservation des hypothèques","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1509","Adjoint / Adjointe de contrôle de la concurrence, de la consommation et de la répression des fraudes","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1510","Contrôleur / Contrôleuse du Trésor public","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1511","Inspecteur / Inspectrice des impôts","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1512","Chef / Cheffe de poste du Trésor public","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1513","Chargé / Chargée de l'exécution de la dépense publique","K","Services à la personne et à la collectivité","K15","Contrôle public"
"K1601","Documentaliste","K","Services à la personne et à la collectivité","K16","Culture et gestion documentaire"
"K1602","Conservateur / Conservatrice du patrimoine","K","Services à la personne et à la collectivité","K16","Culture et gestion documentaire"
"K1603","Bibliothécaire","K","Services à la personne et à la collectivité","K16","Culture et gestion documentaire"
"K1604","Directeur / Directrice d'établissement culturel","K","Services à la personne et à la collectivité","K16","Culture et gestion documentaire"
"K1605","Commissaire d'exposition","K","Services à la personne et à la collectivité","K16","Culture et gestion documentaire"
"K1606","Responsable de la conservation préventive","K","Services à la personne et à la collectivité","K16","Culture et gestion documentaire"
"K1607","Conservateur / Conservatrice des antiquités et objets d'art","K","Services à la personne et à la collectivité","K16","Culture et gestion documentaire"
"K1701","Combattant / Combattante en milieu terrestre","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1702","Responsable de sécurité civile et de secours","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1703","Responsable Opérationnel / Opérationnelle de la défense","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1704","Officier / Officière de police","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1705","Secouriste","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1706","Agent / Agente de la force publique","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1707","Policier municipal / Policière municipale","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1708","Gardien / Gardienne de la paix","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1709","Commissaire de police","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1710","Officier de police judiciaire / Officière de police judiciaire","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1711","Surveillant pénitentiaire / Surveillante pénitentiaire","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1712","Conducteur / Conductrice de véhicule de combat","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1713","Tireur / Tireuse d'engin blindé","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1714","Missilier / Missilière artillerie","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1715","Officier / Officière des forces armées","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1716","Chef / Cheffe de service pénitentiaire","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1717","Technicien électronicien / Technicienne électronicienne des armées","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1718","Mécanicien / Mécanicienne de systèmes d'armes","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1719","Chef / Cheffe de police municipale","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1720","Gardien / Gardienne de compagnie républicaine de sécurité","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1721","Technicien / Technicienne en investigation criminelle","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1722","Conducteur / Conductrice d'autorité de l'armée","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1723","Conducteur / Conductrice Véhicule Léger de l'armée","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1724","Mécanicien / Mécanicienne d'engins blindés","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1725","Responsable des opérations militaires en milieu maritime","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1726","Pisteur / Pisteuse secouriste","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1727","Chargé / Chargée du guidage d'aéronef militaire","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1728","Régulateur / Régulatrice de secours en montagne","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1729","Opérateur / Opératrice en pyrotechnie militaire","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1730","Spécialiste de la protection des forces, installations ou matériels sensibles de l'Etat","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1731","Responsable des opérations militaires en milieu aéroterrestre","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1732","Spécialiste des systèmes de communication opérationnels","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1733","Combattant / Combattante des forces spéciales militaires","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1734","Spécialiste du soutien armement nucléaire","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1735","Architecte système de force, d'arme ou équipement militaire","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1736","Spécialiste de l'aide au déploiement des forces combattantes","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1737","Combattant / Combattante en milieu maritime","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1738","Spécialiste du soutien ou de la formation propulsion nucléaire","K","Services à la personne et à la collectivité","K17","Défense, sécurité publique et secours"
"K1801","Conseiller / Conseillère en insertion professionnelle","K","Services à la personne et à la collectivité","K18","Développement territorial et emploi"
"K1802","Chargé / Chargée de développement économique et local","K","Services à la personne et à la collectivité","K18","Développement territorial et emploi"
"K1803","Animateur / Animatrice de développement régional","K","Services à la personne et à la collectivité","K18","Développement territorial et emploi"
"K1804","Conseiller / Conseillère en création d'entreprise","K","Services à la personne et à la collectivité","K18","Développement territorial et emploi"
"K1805","Chargé / Chargée de développement social","K","Services à la personne et à la collectivité","K18","Développement territorial et emploi"
"K1806","Chargé / Chargée de développement social et urbain","K","Services à la personne et à la collectivité","K18","Développement territorial et emploi"
